,longitude,latitude,postvz_sg,street,speed_limit
4325,-73.99687806866791,40.71177669563804,0,CATHERINE STREET,25
4326,-73.99684159576299,40.711620208206114,0,CATHERINE STREET,25
4327,-73.99682102197255,40.71153193435134,0,CATHERINE STREET,25
4328,-73.99677870077636,40.711354513400124,0,CATHERINE STREET,25
4329,-73.9967281552801,40.711180119566905,0,CATHERINE STREET,25
4330,-73.99649410132167,40.71020808823272,0,CATHERINE STREET,25
4331,-74.00983036108227,40.70812601380453,0,CEDAR STREET,25
4332,-74.01084783066284,40.70880579964796,0,CEDAR STREET,25
4333,-74.01193637726197,40.709314138736545,0,CEDAR STREET,25
4334,-74.01284041805081,40.709718235608136,0,CEDAR STREET,25
4335,-74.01369132599388,40.71007047127529,0,CEDAR STREET,25
4336,-74.01448349112019,40.71036395783045,0,CEDAR STREET,25
4337,-74.0145363964375,40.7103835567558,0,CEDAR STREET,25
4338,-73.97623533079582,40.765682899046624,1,CENTER DRIVE,20
4339,-73.97621845411834,40.76577267566847,1,CENTER DRIVE,20
4340,-73.97622392919095,40.76586749928572,1,CENTER DRIVE,20
4341,-73.97625402860052,40.765962437116855,1,CENTER DRIVE,20
4342,-73.97630845017477,40.76605192955299,1,CENTER DRIVE,20
4343,-73.97638407956157,40.7661308612503,1,CENTER DRIVE,20
4344,-73.9764755586001,40.76619545235832,1,CENTER DRIVE,20
4345,-73.9765764499432,40.76624382599181,1,CENTER DRIVE,20
4346,-73.97667869566521,40.766293330073154,1,CENTER DRIVE,20
4347,-73.97677563178996,40.76635893921372,1,CENTER DRIVE,20
4348,-73.97686117979958,40.766440593158904,1,CENTER DRIVE,20
4349,-73.9769290120642,40.76653651304969,1,CENTER DRIVE,20
4350,-73.97697355998179,40.766643060229114,1,CENTER DRIVE,20
4351,-73.9769911552176,40.76675507078994,1,CENTER DRIVE,20
4352,-73.97698086517477,40.7668666038108,1,CENTER DRIVE,20
4353,-73.97694463868407,40.76697197377763,1,CENTER DRIVE,20
4354,-73.97688679339075,40.76706664720808,1,CENTER DRIVE,20
4355,-73.97681291138673,40.76714776785525,1,CENTER DRIVE,20
4356,-73.97672885984895,40.7672141809897,1,CENTER DRIVE,20
4357,-73.97657939702151,40.76729936927052,1,CENTER DRIVE,20
4358,-73.97644122068573,40.76739832257459,1,CENTER DRIVE,20
4359,-73.97631748206612,40.76750962716761,1,CENTER DRIVE,20
4360,-73.97621091690024,40.767631342312654,1,CENTER DRIVE,20
4361,-73.97616530418543,40.767699120617976,1,CENTER DRIVE,20
4362,-73.97601115409145,40.768033889652315,1,CENTER DRIVE,20
4363,-73.97582934085136,40.76830819186961,1,CENTER DRIVE,20
4364,-73.97567634278897,40.76853901906054,1,CENTER DRIVE,20
4365,-73.97548567842131,40.768826670814235,1,CENTER DRIVE,20
4366,-73.97535895315315,40.76901823720192,1,CENTER DRIVE,20
4367,-73.9752783262337,40.7691244876051,1,CENTER DRIVE,20
4368,-73.97519135100003,40.76922780262106,1,CENTER DRIVE,20
4369,-73.97509821091364,40.76932796281528,1,CENTER DRIVE,20
4370,-73.97499910292623,40.769424756847116,1,CENTER DRIVE,20
4371,-73.97491244515317,40.7695024061112,1,CENTER DRIVE,20
4372,-73.9748219463757,40.769577478817666,1,CENTER DRIVE,20
4373,-73.97454738065704,40.769774274762995,1,CENTER DRIVE,20
4374,-73.97447916707983,40.76981082500964,1,CENTER DRIVE,20
4375,-73.97440703425718,40.769842731157155,1,CENTER DRIVE,20
4376,-73.97433152897685,40.76986975308671,1,CENTER DRIVE,20
4377,-73.97425322230833,40.769891686652045,1,CENTER DRIVE,20
4378,-73.97417270420692,40.76990836637805,1,CENTER DRIVE,20
4379,-73.97409058621156,40.7699196636616,1,CENTER DRIVE,20
4380,-73.97400748705587,40.76992549576505,1,CENTER DRIVE,20
4381,-73.97392403536588,40.76992581772237,1,CENTER DRIVE,20
4382,-73.97383978777594,40.76992948965426,1,CENTER DRIVE,20
4383,-73.97375552040091,40.76992609021693,1,CENTER DRIVE,20
4384,-73.97367225666926,40.76991565987987,1,CENTER DRIVE,20
4385,-73.97359101011699,40.76989832724604,1,CENTER DRIVE,20
4386,-73.97351276370307,40.76987430095829,1,CENTER DRIVE,20
4387,-73.97343847160812,40.76984387509481,1,CENTER DRIVE,20
4388,-73.97308301726741,40.76970667542281,1,CENTER DRIVE,20
4389,-73.9729602966803,40.76964332178193,1,CENTER DRIVE,20
4390,-73.97282405838354,40.76959293366701,1,CENTER DRIVE,20
4391,-73.97271254065117,40.76956607901138,1,CENTER DRIVE,20
4392,-73.97263290208673,40.76955380416479,1,CENTER DRIVE,20
4393,-73.97255238398532,40.769545489932455,1,CENTER DRIVE,20
4394,-73.97247132539133,40.76954116869001,1,CENTER DRIVE,20
4395,-73.97239006804716,40.76954086022255,1,CENTER DRIVE,20
4396,-73.97230895639319,40.769544566328705,1,CENTER DRIVE,20
4397,-73.97222833217177,40.76955226992135,1,CENTER DRIVE,20
4398,-73.97863658990667,40.76770328088173,0,CENTER DRIVE,25
4399,-73.97846086237888,40.767633759690284,0,CENTER DRIVE,25
4400,-73.9781274063547,40.76747608875053,0,CENTER DRIVE,25
4401,-73.97744365540035,40.76724737226846,0,CENTER DRIVE,25
4402,-73.97730434771745,40.76721998791214,0,CENTER DRIVE,25
4403,-73.97716125119075,40.76720273711669,0,CENTER DRIVE,25
4404,-73.97701631015457,40.7671960020939,0,CENTER DRIVE,25
4405,-73.97687151300988,40.767199887165134,0,CENTER DRIVE,25
4406,-73.97672885984895,40.7672141809897,0,CENTER DRIVE,25
4407,-73.95297884199994,40.79172796607281,0,CENTRAL PARK EAST 102 ST APPR,25
4408,-73.95323674418034,40.791833665191575,0,CENTRAL PARK EAST 102 ST APPR,25
4409,-73.95339274687774,40.791897600693744,0,CENTRAL PARK EAST 102 ST APPR,25
4410,-73.95345569132706,40.79192230327175,0,CENTRAL PARK EAST 102 ST APPR,25
4411,-73.95351528490244,40.79195141432638,0,CENTRAL PARK EAST 102 ST APPR,25
4412,-73.95357099070861,40.79198467395361,0,CENTRAL PARK EAST 102 ST APPR,25
4413,-73.95362231411849,40.79202178717577,0,CENTRAL PARK EAST 102 ST APPR,25
4414,-73.95366879288042,40.79206241764649,0,CENTRAL PARK EAST 102 ST APPR,25
4415,-73.95371001330642,40.79210620473759,0,CENTRAL PARK EAST 102 ST APPR,25
4416,-73.95386274337085,40.79224624266999,0,CENTRAL PARK EAST 102 ST APPR,25
4417,-73.95391608036277,40.792303640100954,0,CENTRAL PARK EAST 102 ST APPR,25
4418,-73.95397682776837,40.79235661376674,0,CENTRAL PARK EAST 102 ST APPR,25
4419,-73.95404435516281,40.792404613282315,0,CENTRAL PARK EAST 102 ST APPR,25
4420,-73.95411796017567,40.792447136825956,0,CENTRAL PARK EAST 102 ST APPR,25
4421,-73.95419688018183,40.79248374642782,0,CENTRAL PARK EAST 102 ST APPR,25
4422,-73.95428029230163,40.79251406077532,0,CENTRAL PARK EAST 102 ST APPR,25
4423,-73.95436733138717,40.792537764206486,0,CENTRAL PARK EAST 102 ST APPR,25
4424,-73.95445709272059,40.79255461030709,0,CENTRAL PARK EAST 102 ST APPR,25
4425,-73.95454864460424,40.79256442370922,0,CENTRAL PARK EAST 102 ST APPR,25
4426,-73.95466319574984,40.792578106894155,0,CENTRAL PARK EAST 102 ST APPR,25
4427,-73.9547754140541,40.7926079041315,0,CENTRAL PARK EAST 102 ST APPR,25
4428,-73.9548794566216,40.79265313643316,0,CENTRAL PARK EAST 102 ST APPR,25
4429,-73.9549701523506,40.79271154110478,0,CENTRAL PARK EAST 102 ST APPR,25
4430,-73.95504373667904,40.792779645864016,0,CENTRAL PARK EAST 102 ST APPR,25
4431,-73.95237562803277,40.79821804592615,0,CENTRAL PARK LENOX AVENUE APPR,25
4432,-73.95253768496616,40.79804933221095,0,CENTRAL PARK LENOX AVENUE APPR,25
4433,-73.9526368999729,40.79805187639306,0,CENTRAL PARK LENOX AVENUE APPR,25
4434,-73.95253330436844,40.79827801811609,0,CENTRAL PARK LENOX AVENUE APPR,25
4435,-73.95266118076881,40.79811656013118,0,CENTRAL PARK LENOX AVENUE APPR,25
4436,-73.9526368999729,40.79805187639306,0,CENTRAL PARK LENOX AVENUE APPR,25
4437,-73.9526368999729,40.79805187639306,0,CENTRAL PARK LENOX AVENUE APPR,25
4438,-73.95271414274345,40.79803377573819,0,CENTRAL PARK LENOX AVENUE APPR,25
4439,-73.95279354928283,40.79802228959704,0,CENTRAL PARK LENOX AVENUE APPR,25
4440,-73.95287414022937,40.79801756006242,0,CENTRAL PARK LENOX AVENUE APPR,25
4441,-73.95295492542942,40.798019644690896,0,CENTRAL PARK LENOX AVENUE APPR,25
4442,-73.95303490933355,40.79802851920084,0,CENTRAL PARK LENOX AVENUE APPR,25
4443,-73.9531131071841,40.79804407207632,0,CENTRAL PARK LENOX AVENUE APPR,25
4444,-73.95318855490785,40.79806611176173,0,CENTRAL PARK LENOX AVENUE APPR,25
4445,-73.95326032620306,40.79809437025904,0,CENTRAL PARK LENOX AVENUE APPR,25
4446,-73.95342096580487,40.79815404027681,0,CENTRAL PARK LENOX AVENUE APPR,25
4447,-73.9534806583057,40.79817583624589,0,CENTRAL PARK LENOX AVENUE APPR,25
4448,-73.95354266206414,40.79819351511867,0,CENTRAL PARK LENOX AVENUE APPR,25
4449,-73.95360648694975,40.79820693570156,0,CENTRAL PARK LENOX AVENUE APPR,25
4450,-73.9536716302415,40.7982159918746,0,CENTRAL PARK LENOX AVENUE APPR,25
4451,-73.95373757482918,40.79822061259125,0,CENTRAL PARK LENOX AVENUE APPR,25
4452,-73.95380379910603,40.798220761878724,0,CENTRAL PARK LENOX AVENUE APPR,25
4453,-73.95380379910603,40.798220761878724,0,CENTRAL PARK LENOX AVENUE APPR,25
4454,-73.95389777196459,40.79820202810117,0,CENTRAL PARK LENOX AVENUE APPR,25
4455,-73.9539889290458,40.798170922350266,0,CENTRAL PARK LENOX AVENUE APPR,25
4456,-73.95407312087781,40.79812801209812,0,CENTRAL PARK LENOX AVENUE APPR,25
4457,-73.95414651724792,40.798074891842816,0,CENTRAL PARK LENOX AVENUE APPR,25
4458,-73.95420348570224,40.79801686488645,0,CENTRAL PARK LENOX AVENUE APPR,25
4459,-73.95420790587013,40.798013333248775,0,CENTRAL PARK LENOX AVENUE APPR,25
4460,-73.95428282569179,40.797929180087635,0,CENTRAL PARK LENOX AVENUE APPR,25
4461,-73.94974916699044,40.79710527608768,0,CENTRAL PARK NORTH,25
4462,-73.95094371937711,40.79761139295147,0,CENTRAL PARK NORTH,25
4463,-73.95237562803277,40.79821804592615,0,CENTRAL PARK NORTH,25
4464,-73.95246236494614,40.79825076865808,0,CENTRAL PARK NORTH,25
4465,-73.95253330436844,40.79827801811609,0,CENTRAL PARK NORTH,25
4466,-73.95276870641061,40.798380367260165,0,CENTRAL PARK NORTH,25
4467,-73.95522440328352,40.79941492126164,0,CENTRAL PARK NORTH,25
4468,-73.95525907394705,40.79942947409103,0,CENTRAL PARK NORTH,25
4469,-73.9553050769677,40.79944877624007,0,CENTRAL PARK NORTH,25
4470,-73.95536795396788,40.79947470189603,0,CENTRAL PARK NORTH,25
4471,-73.9578664315905,40.80052354702411,0,CENTRAL PARK NORTH,25
4472,-73.95594690692417,40.79928550971857,0,CENTRAL PARK POWELL BLVD APPR,25
4473,-73.95574577085063,40.7992546081137,0,CENTRAL PARK POWELL BLVD APPR,25
4474,-73.9556840512779,40.79926261927449,0,CENTRAL PARK POWELL BLVD APPR,25
4475,-73.9556243758642,40.799277030010956,0,CENTRAL PARK POWELL BLVD APPR,25
4476,-73.95556789304379,40.79929756513059,0,CENTRAL PARK POWELL BLVD APPR,25
4477,-73.95551568200307,40.79932383073026,0,CENTRAL PARK POWELL BLVD APPR,25
4478,-73.95548192505078,40.79934556734412,0,CENTRAL PARK POWELL BLVD APPR,25
4479,-73.95536795396788,40.79947470189603,0,CENTRAL PARK POWELL BLVD APPR,25
4480,-73.95522283936253,40.79899647930415,0,CENTRAL PARK POWELL BLVD APPR,25
4481,-73.9553114909325,40.79907585076995,0,CENTRAL PARK POWELL BLVD APPR,25
4482,-73.95532443397542,40.79911957131122,0,CENTRAL PARK POWELL BLVD APPR,25
4483,-73.9553304963053,40.799164146208454,0,CENTRAL PARK POWELL BLVD APPR,25
4484,-73.95532959158732,40.799208952231425,0,CENTRAL PARK POWELL BLVD APPR,25
4485,-73.95532173690862,40.79925336525065,0,CENTRAL PARK POWELL BLVD APPR,25
4486,-73.95531820077429,40.79926598633625,0,CENTRAL PARK POWELL BLVD APPR,25
4487,-73.95522440328352,40.79941492126164,0,CENTRAL PARK POWELL BLVD APPR,25
4488,-73.97301631275258,40.76428714673449,0,CENTRAL PARK SOUTH,25
4489,-73.97363728922949,40.76457818083844,0,CENTRAL PARK SOUTH,25
4490,-73.97419373215496,40.76481479516673,0,CENTRAL PARK SOUTH,25
4491,-73.97623533079582,40.765682899046624,0,CENTRAL PARK SOUTH,25
4492,-73.97836257187515,40.766581979175044,0,CENTRAL PARK SOUTH,25
4493,-73.97907803112622,40.76688435283069,0,CENTRAL PARK SOUTH,25
4494,-73.98151420731477,40.767898435564405,0,CENTRAL PARK SOUTH,25
4495,-73.98168088136754,40.76839840016606,0,CENTRAL PARK WEST,25
4496,-73.98102434479762,40.76928110184144,0,CENTRAL PARK WEST,25
4497,-73.98056515006158,40.76991359323779,0,CENTRAL PARK WEST,25
4498,-73.9801132596192,40.77053663815536,0,CENTRAL PARK WEST,25
4499,-73.97965377710011,40.7711635960232,0,CENTRAL PARK WEST,25
4500,-73.97919358771384,40.77178953495911,0,CENTRAL PARK WEST,25
4501,-73.97872391137935,40.77242716688028,0,CENTRAL PARK WEST,25
4502,-73.97828364377511,40.77304014838421,0,CENTRAL PARK WEST,25
4503,-73.97782783588588,40.773664461345845,0,CENTRAL PARK WEST,25
4504,-73.97737229239732,40.77428927612925,0,CENTRAL PARK WEST,25
4505,-73.97691312643957,40.7749173941225,0,CENTRAL PARK WEST,25
4506,-73.9764592161199,40.77554080686281,0,CENTRAL PARK WEST,25
4507,-73.97595661740394,40.77622802380432,0,CENTRAL PARK WEST,25
4508,-73.97546076809994,40.776906992164015,0,CENTRAL PARK WEST,25
4509,-73.97499888169301,40.77754081455697,0,CENTRAL PARK WEST,25
4510,-73.97453375682738,40.778176055180836,0,CENTRAL PARK WEST,25
4511,-73.97429439057362,40.7785062583572,0,CENTRAL PARK WEST,25
4512,-73.97406812474412,40.77881368710206,0,CENTRAL PARK WEST,25
4513,-73.97357261718253,40.779486132678926,0,CENTRAL PARK WEST,25
4514,-73.97172449868663,40.78202974727509,0,CENTRAL PARK WEST,25
4515,-73.9712243650124,40.78271452615451,0,CENTRAL PARK WEST,25
4516,-73.97076157298818,40.783348407902736,0,CENTRAL PARK WEST,25
4517,-73.97030212374398,40.78398368539882,0,CENTRAL PARK WEST,25
4518,-73.96983369656778,40.784619182329436,0,CENTRAL PARK WEST,25
4519,-73.96933717367159,40.78530155102584,0,CENTRAL PARK WEST,25
4520,-73.96884523012324,40.78597566034853,0,CENTRAL PARK WEST,25
4521,-73.96838623413737,40.78660396899801,0,CENTRAL PARK WEST,25
4522,-73.96792840367283,40.787229843182786,0,CENTRAL PARK WEST,25
4523,-73.967450524622,40.78786899315958,0,CENTRAL PARK WEST,25
4524,-73.9670112120977,40.788485062935365,0,CENTRAL PARK WEST,25
4525,-73.96655370808713,40.78911542473713,0,CENTRAL PARK WEST,25
4526,-73.96609644689346,40.78974266229409,0,CENTRAL PARK WEST,25
4527,-73.96562943614953,40.79037439016605,0,CENTRAL PARK WEST,25
4528,-73.96517849539123,40.7909986140948,0,CENTRAL PARK WEST,25
4529,-73.9646868477198,40.79167230073614,0,CENTRAL PARK WEST,25
4530,-73.96417742494816,40.792370319434724,0,CENTRAL PARK WEST,25
4531,-73.96371240620255,40.79302120826219,0,CENTRAL PARK WEST,25
4532,-73.96280734738116,40.79424408659537,0,CENTRAL PARK WEST,25
4533,-73.9623612422775,40.79486033533624,0,CENTRAL PARK WEST,25
4534,-73.96190129390953,40.795487544114906,0,CENTRAL PARK WEST,25
4535,-73.96144204701284,40.796119101115664,0,CENTRAL PARK WEST,25
4536,-73.96098115795405,40.79674691873538,0,CENTRAL PARK WEST,25
4537,-73.96074929114684,40.79706424991525,0,CENTRAL PARK WEST,25
4538,-73.96052415666446,40.79737674364185,0,CENTRAL PARK WEST,25
4539,-73.96003162406015,40.79804638243468,0,CENTRAL PARK WEST,25
4540,-73.95953802935651,40.79872679960215,0,CENTRAL PARK WEST,25
4541,-73.95907813135062,40.79936050868059,0,CENTRAL PARK WEST,25
4542,-73.95862023163835,40.79998530098089,0,CENTRAL PARK WEST,25
4543,-73.95833448824601,40.80037332786685,0,CENTRAL PARK WEST,25
4544,-73.91919065262647,40.797212369155545,0,CENTRAL ROAD,25
4545,-73.91923238296806,40.79727544220793,0,CENTRAL ROAD,25
4546,-73.91928003444599,40.79733604392334,0,CENTRAL ROAD,25
4547,-73.91933335435078,40.79739385414308,0,CENTRAL ROAD,25
4548,-73.91939206299327,40.7974485661984,0,CENTRAL ROAD,25
4549,-73.91946223709255,40.79750463802867,0,CENTRAL ROAD,25
4550,-73.91953806522946,40.797556284295126,0,CENTRAL ROAD,25
4551,-73.91961906536756,40.79760317674527,0,CENTRAL ROAD,25
4552,-73.91970472219515,40.79764501770347,0,CENTRAL ROAD,25
4553,-73.91976670257122,40.797670975735,0,CENTRAL ROAD,25
4554,-73.9198304806921,40.797694287061745,0,CENTRAL ROAD,25
4555,-73.91987406273779,40.797713474996954,0,CENTRAL ROAD,25
4556,-73.91993282533957,40.79773833585557,0,CENTRAL ROAD,25
4557,-73.92061817259054,40.79808665227722,0,CENTRAL ROAD,25
4558,-73.91978531673891,40.795965265784446,0,CENTRAL ROAD,25
4559,-73.91983241513384,40.795849252341156,0,CENTRAL ROAD,25
4560,-73.91983647917016,40.79581028111966,0,CENTRAL ROAD,25
4561,-73.91982536894557,40.795757296661975,0,CENTRAL ROAD,25
4562,-73.91980341919242,40.795722233894026,0,CENTRAL ROAD,25
4563,-73.91977839465716,40.79570127969038,0,CENTRAL ROAD,25
4564,-73.91968067971953,40.7956676225628,0,CENTRAL ROAD,25
4565,-73.91959331328076,40.79566018696812,0,CENTRAL ROAD,25
4566,-73.91951745816414,40.79566721157261,0,CENTRAL ROAD,25
4567,-73.92587146699458,40.78999505342904,0,CENTRAL ROAD,25
4568,-73.92583372064968,40.79004221297782,0,CENTRAL ROAD,25
4569,-73.92573482939883,40.790135317091256,0,CENTRAL ROAD,25
4570,-73.92552251295359,40.790352125650145,0,CENTRAL ROAD,25
4571,-73.92410320919572,40.791946796307684,0,CENTRAL ROAD,25
4572,-73.9235348466558,40.79259524527441,0,CENTRAL ROAD,25
4573,-73.92271536642096,40.7928692956815,0,CENTRAL ROAD,25
4574,-73.92265378894115,40.792873994639194,0,CENTRAL ROAD,25
4575,-73.92259285807393,40.79288222883184,0,CENTRAL ROAD,25
4576,-73.92253292275615,40.792893948796745,0,CENTRAL ROAD,25
4577,-73.92245745794531,40.79291416285838,0,CENTRAL ROAD,25
4578,-73.9223849608972,40.79293989875737,0,CENTRAL ROAD,25
4579,-73.92231613128439,40.792970909180156,0,CENTRAL ROAD,25
4580,-73.92225163010858,40.793006895551855,0,CENTRAL ROAD,25
4581,-73.92219551331226,40.79304494406898,0,CENTRAL ROAD,25
4582,-73.92214424386174,40.79308675714816,0,CENTRAL ROAD,25
4583,-73.91986894199806,40.79538656014171,0,CENTRAL ROAD,25
4584,-73.9230732561258,40.79317000559132,0,CENTRAL ROAD,25
4585,-73.92305257801405,40.79328096124743,0,CENTRAL ROAD,25
4586,-73.92291120458839,40.79347507721309,0,CENTRAL ROAD,25
4587,-73.92229270664308,40.79417777238632,0,CENTRAL ROAD,25
4588,-73.9210918679953,40.795498413321184,0,CENTRAL ROAD,25
4589,-73.92104272004548,40.795547613431665,0,CENTRAL ROAD,25
4590,-73.92098926704102,40.795594149750286,0,CENTRAL ROAD,25
4591,-73.92093176079209,40.795637804641046,0,CENTRAL ROAD,25
4592,-73.92087046839737,40.795678376655815,0,CENTRAL ROAD,25
4593,-73.9208056749419,40.795715674239034,0,CENTRAL ROAD,25
4594,-73.9207376816986,40.79574952292222,0,CENTRAL ROAD,25
4595,-73.92066680882613,40.79577976712261,0,CENTRAL ROAD,25
4596,-73.92059338457699,40.79580626384808,0,CENTRAL ROAD,25
4597,-73.92043458588739,40.79584090483394,0,CENTRAL ROAD,25
4598,-73.92043458588739,40.79584090483394,0,CENTRAL ROAD,25
4599,-73.92009092525598,40.79588254164605,0,CENTRAL ROAD,25
4600,-73.91978531673891,40.795965265784446,0,CENTRAL ROAD,25
4601,-73.91978531673891,40.795965265784446,0,CENTRAL ROAD,25
4602,-73.91971235833864,40.79598534314914,0,CENTRAL ROAD,25
4603,-73.9196414755736,40.79600933256472,0,CENTRAL ROAD,25
4604,-73.91957303266929,40.796037115320644,0,CENTRAL ROAD,25
4605,-73.91950738036127,40.79606854572688,0,CENTRAL ROAD,25
4606,-73.91944485319738,40.79610346460328,0,CENTRAL ROAD,25
4607,-73.91938577223556,40.796141693884124,0,CENTRAL ROAD,25
4608,-73.91933044144668,40.79618303571857,0,CENTRAL ROAD,25
4609,-73.91927914141922,40.79622727876597,0,CENTRAL ROAD,25
4610,-73.9192105204491,40.796311465201995,0,CENTRAL ROAD,25
4611,-73.9191620703732,40.79638034967343,0,CENTRAL ROAD,25
4612,-73.9191216809208,40.796447707995355,0,CENTRAL ROAD,25
4613,-73.91908733940915,40.79651660325868,0,CENTRAL ROAD,25
4614,-73.91906307480104,40.79658244172634,0,CENTRAL ROAD,25
4615,-73.91904484644249,40.79665747396331,0,CENTRAL ROAD,25
4616,-73.91903266422605,40.79673250979755,0,CENTRAL ROAD,25
4617,-73.91903258868297,40.79679377071602,0,CENTRAL ROAD,25
4618,-73.91903655199525,40.79684890994929,0,CENTRAL ROAD,25
4619,-73.91905460768396,40.79691630874072,0,CENTRAL ROAD,25
4620,-73.9190726597754,40.79698677242169,0,CENTRAL ROAD,25
4621,-73.91909475881602,40.79704345399227,0,CENTRAL ROAD,25
4622,-73.91913156536941,40.79711924165974,0,CENTRAL ROAD,25
4623,-73.91919065262647,40.797212369155545,0,CENTRAL ROAD,25
4624,-73.91887398784422,40.79736960662211,0,CENTRAL ROAD,25
4625,-73.91894646240928,40.79742459027267,0,CENTRAL ROAD,25
4626,-73.91902102879737,40.79747793266051,0,CENTRAL ROAD,25
4627,-73.91914901041844,40.79756258764337,0,CENTRAL ROAD,25
4628,-73.9192822530735,40.79764241776343,0,CENTRAL ROAD,25
4629,-73.9194204437984,40.79771723236445,0,CENTRAL ROAD,25
4630,-73.91954953428353,40.79778048528124,0,CENTRAL ROAD,25
4631,-73.91968216000362,40.79783936029827,0,CENTRAL ROAD,25
4632,-73.91973048237583,40.79785922272498,0,CENTRAL ROAD,25
4633,-73.91975440704022,40.79786827170341,0,CENTRAL ROAD,25
4634,-73.91976299376711,40.797871654952985,0,CENTRAL ROAD,25
4635,-73.91984727193403,40.79790820340094,0,CENTRAL ROAD,25
4636,-73.92049196713054,40.79818378895078,0,CENTRAL ROAD,25
4637,-73.91951745816414,40.79566721157261,0,CENTRAL ROAD,25
4638,-73.91919493699669,40.79592922095685,0,CENTRAL ROAD,25
4639,-73.91887241403066,40.79619122044852,0,CENTRAL ROAD,25
4640,-73.9186994249385,40.79634724472959,0,CENTRAL ROAD,25
4641,-73.91862846842906,40.796447295206576,0,CENTRAL ROAD,25
4642,-73.91859443898215,40.79654228160109,0,CENTRAL ROAD,25
4643,-73.918578406768,40.796610240670134,0,CENTRAL ROAD,25
4644,-73.91854977864932,40.796758098207704,0,CENTRAL ROAD,25
4645,-73.91854694488558,40.79682635765033,0,CENTRAL ROAD,25
4646,-73.91855238578393,40.79689452716076,0,CENTRAL ROAD,25
4647,-73.91856605637838,40.79696202577691,0,CENTRAL ROAD,25
4648,-73.91858783795834,40.79702828332864,0,CENTRAL ROAD,25
4649,-73.91861754886077,40.7970927368404,0,CENTRAL ROAD,25
4650,-73.91865493637619,40.797154840423616,0,CENTRAL ROAD,25
4651,-73.91869968214456,40.79721406617625,0,CENTRAL ROAD,25
4652,-73.91875140755138,40.797269913176024,0,CENTRAL ROAD,25
4653,-73.91880967462674,40.79732190658075,0,CENTRAL ROAD,25
4654,-73.91887398784422,40.79736960662211,0,CENTRAL ROAD,25
4655,-73.9235348466558,40.79259524527441,0,CENTRAL ROAD,25
4656,-73.92347402280785,40.7926429534096,0,CENTRAL ROAD,25
4657,-73.92340781921547,40.79268632591328,0,CENTRAL ROAD,25
4658,-73.92333676557922,40.79272501744566,0,CENTRAL ROAD,25
4659,-73.92326143836465,40.7927587132441,0,CENTRAL ROAD,25
4660,-73.92318243921818,40.79278714261261,0,CENTRAL ROAD,25
4661,-73.92310040665842,40.79281007802274,0,CENTRAL ROAD,25
4662,-73.92301600078775,40.792827335113486,0,CENTRAL ROAD,25
4663,-73.92292989879576,40.792838773590574,0,CENTRAL ROAD,25
4664,-73.92271536642096,40.7928692956815,0,CENTRAL ROAD,25
4665,-74.00574189467267,40.71209701256714,0,CENTRE STREET,25
4666,-74.00559077799198,40.71217831038075,0,CENTRE STREET,25
4667,-74.00543192714167,40.71221195221989,0,CENTRE STREET,25
4668,-74.00527706838199,40.712257696235724,0,CENTRE STREET,25
4669,-74.00512857412434,40.7123150289155,0,CENTRE STREET,25
4670,-74.00498861533231,40.71238311388964,0,CENTRE STREET,25
4671,-74.00485912914547,40.71246079732799,0,CENTRE STREET,25
4672,-74.00470797109597,40.71258227235404,0,CENTRE STREET,25
4673,-74.00429258593408,40.712916081811784,0,CENTRE STREET,25
4674,-74.00421550144421,40.71298899884329,0,CENTRE STREET,25
4675,-74.00406045472619,40.71314304641453,0,CENTRE STREET,25
4676,-74.00360425203456,40.71365368686821,0,CENTRE STREET,25
4677,-74.00309518899172,40.713966034904615,0,CENTRE STREET,25
4678,-74.00283466079094,40.71415258667258,0,CENTRE STREET,25
4679,-74.00259948627723,40.71432098382638,0,CENTRE STREET,25
4680,-74.00242873379898,40.71463496772964,0,CENTRE STREET,25
4681,-74.00211600534931,40.71516716673142,0,CENTRE STREET,25
4682,-74.00168450883297,40.71575237986849,0,CENTRE STREET,25
4683,-74.00081987273887,40.71693796511505,0,CENTRE STREET,25
4684,-74.00027588362508,40.71762765968879,0,CENTRE STREET,25
4685,-73.9999576558211,40.71802535158878,0,CENTRE STREET,25
4686,-73.99942475085152,40.718688532349915,0,CENTRE STREET,25
4687,-73.99923611355575,40.718921824582594,0,CENTRE STREET,25
4688,-73.99852472103902,40.71979340434217,0,CENTRE STREET,25
4689,-73.99765626372556,40.72084416772424,0,CENTRE STREET,25
4690,-74.00406045472619,40.71314304641453,0,CHAMBERS STREET,25
4691,-74.00482005540118,40.713483257246594,0,CHAMBERS STREET,25
4692,-74.00631114394412,40.71417408406677,0,CHAMBERS STREET,25
4693,-74.00794088276547,40.71493522887778,0,CHAMBERS STREET,25
4694,-74.00924052542985,40.71552842529667,0,CHAMBERS STREET,25
4695,-74.01096858713055,40.7163112581581,0,CHAMBERS STREET,25
4696,-74.01162821916694,40.7166103061208,0,CHAMBERS STREET,25
4697,-74.01256129996398,40.717042039158855,0,CHAMBERS STREET,25
4698,-74.0127321207907,40.71712188636599,0,CHAMBERS STREET,25
4699,-74.01286808299557,40.71718435777194,0,CHAMBERS STREET,25
4700,-74.01303731831757,40.71726301607538,0,CHAMBERS STREET,25
4701,-74.01316089595855,40.71731945123173,0,CHAMBERS STREET,25
